id_venda,data_venda,cliente,produto,categoria,regiao,quantidade,preco_unitario
98,2026-08-04,Cliente_001,Xicara,Utencilios,Sul,3,1800.0
99,2026-03-11,Cliente_028,Pote,Tupperware,Nordeste,3,250.0
100,2026-05-21,Cliente_003,Copo,Utencilios,Sul,2,2200.0
101,2026-09-26,Cliente_029,Pote,Tupperware,Nordeste,5,250.0
102,2026-12-28,Cliente_016,Pote,Tupperware,Sul,6,250.0
103,2026-01-18,Cliente_014,Garfo,Cozinha,Centro-Oeste,8,1200.0
104,2026-03-27,Cliente_005,Tijela,Tupperware,Nordeste,8,120.0
105,2026-05-28,Cliente_013,Tijela,Tupperware,Sudeste,7,120.0
107,2026-11-03,Cliente_016,Garfo,Cozinha,Sudeste,4,1200.0
108,2026-11-26,Cliente_005,Garfo,Cozinha,Nordeste,5,1200.0
109,2026-02-03,Cliente_017,Panela,Cozinha,Norte,7,3500.0
110,2026-11-22,Cliente_003,Garfo,Cozinha,Sul,3,1200.0
111,2026-06-25,Cliente_015,Xicara,Utencilios,Sul,1,1800.0
112,2026-01-16,Cliente_006,Tijela,Tupperware,Norte,1,120.0
114,2026-05-05,Cliente_002,Garfo,Cozinha,Sudeste,3,1200.0
116,2026-03-20,Cliente_026,Tijela,Tupperware,Sul,12,120.0
117,2026-10-02,Cliente_021,Garfo,Cozinha,Nordeste,1,1200.0
118,2026-05-22,Cliente_007,Xicara,Utencilios,Nordeste,9,1800.0
119,2026-06-17,Cliente_011,Tijela,Tupperware,Sudeste,7,120.0
120,2026-12-24,Cliente_015,Tijela,Tupperware,Centro-Oeste,1,120.0
121,2026-08-11,Cliente_027,Tijela,Tupperware,Sudeste,6,120.0
122,2026-05-24,Cliente_019,Xicara,Utencilios,Centro-Oeste,10,1800.0
123,2026-05-29,Cliente_013,Copo,Utencilios,Centro-Oeste,7,2200.0
125,2026-09-28,Cliente_026,Garfo,Cozinha,Centro-Oeste,6,1200.0
126,2026-11-09,Cliente_009,Tijela,Tupperware,Sudeste,6,120.0
127,2026-08-03,Cliente_001,Copo,Utencilios,Norte,5,2200.0
128,2026-01-26,Cliente_003,Copo,Utencilios,Sudeste,9,2200.0
129,2026-08-29,Cliente_014,Garfo,Cozinha,Sul,4,7200.0
130,2026-10-10,Cliente_020,Xicara,Utencilios,Norte,8,1800.0
131,2026-01-01,Cliente_027,Copo,Utencilios,Sudeste,1,2200.0
133,2026-11-09,Cliente_017,Copo,Utencilios,Nordeste,4,2200.0
134,2026-12-08,Cliente_015,Copo,Utencilios,Norte,4,2200.0
135,2026-02-17,Cliente_022,Pote,Tupperware,Nordeste,10,250.0
136,2026-04-10,Cliente_011,Copo,Utencilios,Norte,1,2200.0
137,2026-12-08,Cliente_022,Garfo,Cozinha,Centro-Oeste,9,1200.0
138,2026-07-30,Cliente_008,Xicara,Utencilios,Sudeste,2,1800.0
139,2026-03-18,Cliente_008,Pote,Tupperware,Sul,1,250.0
140,2026-05-18,Cliente_007,Panela,Cozinha,Centro-Oeste,2,3500.0
142,2026-12-15,Cliente_002,Panela,Cozinha,Nordeste,7,3500.0
144,2026-09-11,Cliente_015,Tijela,Tupperware,Sudeste,5,120.0
145,2026-03-26,Cliente_023,Panela,Cozinha,Norte,6,3500.0
146,2026-10-13,Cliente_006,Pote,Tupperware,Norte,6,250.0
147,2026-07-04,Cliente_015,Tijela,Tupperware,Sudeste,4,120.0
148,2026-04-18,Cliente_027,Garfo,Cozinha,Sudeste,5,1200.0
150,2026-08-01,Cliente_004,Garfo,Cozinha,Norte,3,1200.0
151,2026-10-25,Cliente_026,Copo,Utencilios,Centro-Oeste,9,2200.0
152,2026-01-23,Cliente_016,Panela,Cozinha,Centro-Oeste,2,3500.0
153,2026-05-27,Cliente_016,Panela,Cozinha,Norte,2,3500.0
154,2026-05-01,Cliente_012,Garfo,Cozinha,Sul,1,1200.0
155,2026-12-21,Cliente_001,Tijela,Tupperware,Sul,2,120.0
156,2026-08-24,Cliente_020,Tijela,Tupperware,Sudeste,2,120.0
157,2026-04-20,Cliente_023,Xicara,Utencilios,Nordeste,2,1800.0
159,2026-10-02,Cliente_017,Pote,Tupperware,Sudeste,4,250.0
160,2026-05-26,Cliente_023,Garfo,Cozinha,Centro-Oeste,2,1200.0
162,2026-10-25,Cliente_014,Pote,Tupperware,Centro-Oeste,4,250.0
163,2026-08-16,Cliente_015,Xicara,Utencilios,Sudeste,7,1800.0
165,2026-02-06,Cliente_022,Copo,Utencilios,Sul,5,2200.0
166,2026-05-10,Cliente_016,Panela,Cozinha,Sul,1,3500.0
167,2026-09-01,Cliente_004,Copo,Utencilios,Norte,6,2200.0
168,2026-04-18,Cliente_021,Xicara,Utencilios,Sudeste,1,1800.0
169,2026-09-01,Cliente_024,Xicara,Utencilios,Sul,8,1800.0
170,2026-07-01,Cliente_025,Garfo,Cozinha,Nordeste,4,1200.0
172,2026-08-14,Cliente_029,Xicara,Utencilios,Nordeste,5,1800.0
174,2026-11-15,Cliente_016,Tijela,Tupperware,Centro-Oeste,4,120.0
175,2026-11-03,Cliente_026,Xicara,Utencilios,Norte,6,1800.0
176,2026-09-29,Cliente_004,Tijela,Tupperware,Norte,10,120.0
177,2026-10-31,Cliente_002,Garfo,Cozinha,Norte,10,1200.0
178,2026-01-08,Cliente_004,Tijela,Tupperware,Nordeste,4,120.0
179,2026-01-28,Cliente_024,Copo,Utencilios,Nordeste,4,2200.0
180,2026-06-12,Cliente_006,Garfo,Cozinha,Norte,3,1200.0
181,2026-10-30,Cliente_029,Tijela,Tupperware,Norte,9,120.0
185,2026-12-26,Cliente_011,Pote,Tupperware,Norte,8,250.0
186,2026-08-23,Cliente_030,Copo,Utencilios,Centro-Oeste,5,2200.0
187,2026-12-31,Cliente_009,Panela,Cozinha,Sul,6,3500.0
188,2026-11-27,Cliente_011,Tijela,Tupperware,Sudeste,10,120.0
189,2026-06-03,Cliente_026,Tijela,Tupperware,Centro-Oeste,1,120.0
191,2026-04-28,Cliente_005,Xicara,Utencilios,Sul,8,1800.0
192,2026-02-17,Cliente_012,Pote,Tupperware,Sudeste,10,250.0
193,2026-07-16,Cliente_012,Tijela,Tupperware,Centro-Oeste,2,120.0
194,2026-05-23,Cliente_011,Pote,Tupperware,Nordeste,5,250.0
195,2026-11-30,Cliente_019,Xicara,Utencilios,Norte,1,1800.0
196,2026-02-28,Cliente_030,Pote,Tupperware,Centro-Oeste,5,250.0
197,2026-12-25,Cliente_029,Copo,Utencilios,Sul,4,2200.0
198,2026-02-06,Cliente_002,Tijela,Tupperware,Centro-Oeste,5,120.0
199,2026-04-04,Cliente_013,Xicara,Utencilios,Nordeste,6,1800.0
200,2026-09-06,Cliente_001,Tijela,Tupperware,Centro-Oeste,2,120.0
201,2026-09-09,Cliente_005,Garfo,Cozinha,Nordeste,9,1200.0
203,2026-12-20,Cliente_028,Garfo,Cozinha,Norte,6,1200.0
204,2026-09-07,Cliente_020,Xicara,Utencilios,Norte,5,1800.0
205,2026-04-12,Cliente_015,Panela,Cozinha,Centro-Oeste,6,3500.0
207,2026-01-29,Cliente_020,Copo,Utencilios,Centro-Oeste,3,2200.0
208,2026-11-06,Cliente_011,Copo,Utencilios,Centro-Oeste,4,2200.0
209,2026-01-22,Cliente_017,Garfo,Cozinha,Centro-Oeste,10,1200.0
210,2026-02-05,Cliente_022,Copo,Utencilios,Nordeste,5,2200.0
212,2026-05-29,Cliente_018,Xicara,Utencilios,Sul,8,1800.0
213,2026-12-05,Cliente_003,Pote,Tupperware,Norte,9,250.0
214,2026-01-08,Cliente_024,Pote,Tupperware,Centro-Oeste,3,250.0
215,2026-09-08,Cliente_027,Garfo,Cozinha,Nordeste,2,1200.0
216,2026-02-18,Cliente_015,Tijela,Tupperware,Norte,10,120.0
217,2026-10-28,Cliente_011,Tijela,Tupperware,Sudeste,10,120.0
218,2026-08-17,Cliente_015,Copo,Utencilios,Nordeste,3,2200.0
220,2026-03-06,Cliente_009,Tijela,Tupperware,Sul,6,120.0
221,2026-10-02,Cliente_003,Garfo,Cozinha,Centro-Oeste,9,1200.0
222,2026-07-16,Cliente_029,Tijela,Tupperware,Nordeste,8,120.0
223,2026-02-28,Cliente_014,Xicara,Utencilios,Nordeste,6,1800.0
224,2026-12-31,Cliente_010,Xicara,Utencilios,Sul,5,1800.0
226,2026-12-18,Cliente_018,Copo,Utencilios,Sudeste,1,2200.0
227,2026-04-04,Cliente_008,Garfo,Cozinha,Sudeste,3,1200.0
228,2026-02-22,Cliente_005,Xicara,Utencilios,Norte,1,1800.0
232,2026-03-27,Cliente_030,Tijela,Tupperware,Norte,4,120.0
233,2026-08-17,Cliente_023,Copo,Utencilios,Sul,8,2200.0
234,2026-02-21,Cliente_022,Copo,Utencilios,Sul,3,2200.0
235,2026-05-04,Cliente_019,Tijela,Tupperware,Nordeste,4,120.0
236,2026-09-28,Cliente_028,Pote,Tupperware,Sul,5,250.0
237,2026-01-22,Cliente_009,Pote,Tupperware,Norte,5,250.0
238,2026-09-25,Cliente_030,Pote,Tupperware,Sul,3,250.0
239,2026-09-26,Cliente_030,Xicara,Utencilios,Nordeste,8,1800.0
240,2026-04-11,Cliente_017,Panela,Cozinha,Sudeste,3,3500.0
241,2026-11-25,Cliente_021,Panela,Cozinha,Centro-Oeste,5,3500.0
243,2026-09-26,Cliente_029,Panela,Cozinha,Sudeste,8,3500.0
244,2026-09-04,Cliente_003,Panela,Cozinha,Norte,1,3500.0
245,2026-03-21,Cliente_025,Pote,Tupperware,Sudeste,9,250.0
246,2026-03-05,Cliente_027,Garfo,Cozinha,Sudeste,10,1200.0
248,2026-03-14,Cliente_013,Xicara,Utencilios,Sul,1,1800.0
249,2026-11-16,Cliente_003,Tijela,Tupperware,Nordeste,4,120.0
250,2026-08-28,Cliente_014,Pote,Tupperware,Centro-Oeste,3,250.0
251,2026-10-11,Cliente_028,Pote,Tupperware,Norte,9,250.0
252,2026-01-14,Cliente_003,Copo,Utencilios,Centro-Oeste,8,2200.0
253,2026-05-29,Cliente_013,Copo,Utencilios,Sul,4,2200.0
254,2026-10-24,Cliente_030,Pote,Tupperware,Centro-Oeste,3,250.0
255,2026-02-18,Cliente_001,Garfo,Cozinha,Norte,1,1200.0
258,2026-02-24,Cliente_003,Tijela,Tupperware,Sudeste,2,120.0
259,2026-09-13,Cliente_016,Xicara,Utencilios,Norte,4,1800.0
261,2026-03-22,Cliente_016,Copo,Utencilios,Nordeste,1,2200.0
263,2026-10-04,Cliente_013,Xicara,Utencilios,Sul,5,1800.0
264,2026-05-01,Cliente_007,Garfo,Cozinha,Sudeste,6,1200.0
266,2026-06-18,Cliente_002,Pote,Tupperware,Nordeste,4,250.0
267,2026-02-06,Cliente_010,Copo,Utencilios,Sudeste,1,2200.0
268,2026-04-19,Cliente_016,Garfo,Cozinha,Norte,2,1200.0
269,2026-11-28,Cliente_017,Pote,Tupperware,Norte,4,1500.0
270,2026-01-08,Cliente_022,Xicara,Utencilios,Norte,7,1800.0
271,2026-07-23,Cliente_012,Copo,Utencilios,Norte,1,2200.0
272,2026-03-06,Cliente_005,Garfo,Cozinha,Sudeste,10,1200.0
273,2026-11-11,Cliente_029,Xicara,Utencilios,Centro-Oeste,2,1800.0
274,2026-04-11,Cliente_003,Tijela,Tupperware,Norte,7,120.0
275,2026-06-07,Cliente_015,Xicara,Utencilios,Centro-Oeste,5,1800.0
276,2026-01-03,Cliente_009,Garfo,Cozinha,Centro-Oeste,7,1200.0
278,2026-08-13,Cliente_015,Tijela,Tupperware,Sudeste,3,120.0
279,2026-11-27,Cliente_013,Tijela,Tupperware,Nordeste,5,120.0
280,2026-06-25,Cliente_002,Copo,Utencilios,Sul,1,2200.0
281,2026-07-05,Cliente_018,Copo,Utencilios,Norte,10,2200.0
282,2026-06-04,Cliente_006,Garfo,Cozinha,Sul,5,1200.0
284,2026-03-25,Cliente_027,Panela,Cozinha,Sudeste,5,3500.0
286,2026-07-30,Cliente_019,Pote,Tupperware,Sudeste,3,250.0
287,2026-08-17,Cliente_006,Pote,Tupperware,Sudeste,9,250.0
288,2026-12-20,Cliente_017,Panela,Cozinha,Centro-Oeste,4,3500.0
289,2026-09-24,Cliente_030,Tijela,Tupperware,Nordeste,4,120.0
290,2026-11-14,Cliente_001,Panela,Cozinha,Nordeste,3,3500.0
291,2026-02-25,Cliente_004,Copo,Utencilios,Centro-Oeste,7,2200.0
292,2026-05-04,Cliente_005,Copo,Utencilios,Centro-Oeste,6,2200.0
293,2026-09-14,Cliente_023,Garfo,Cozinha,Sudeste,9,1200.0
294,2026-10-16,Cliente_027,Garfo,Cozinha,Nordeste,3,1200.0
295,2026-05-16,Cliente_004,Panela,Cozinha,Sudeste,3,3500.0
296,2026-09-11,Cliente_009,Xicara,Utencilios,Sudeste,2,1800.0
297,2026-01-04,Cliente_004,Garfo,Cozinha,Norte,1,1200.0
298,2026-07-03,Cliente_028,Garfo,Cozinha,Norte,4,1200.0
299,2026-09-27,Cliente_030,Panela,Cozinha,Nordeste,6,3500.0
300,2026-05-05,Cliente_025,Garfo,Cozinha,Centro-Oeste,10,1200.0
301,2026-03-27,Cliente_016,Tijela,Tupperware,Sudeste,7,120.0
302,2026-05-12,Cliente_003,Tijela,Tupperware,Sul,9,120.0
304,2026-02-02,Cliente_023,Copo,Utencilios,Sudeste,2,2200.0
305,2026-04-02,Cliente_029,Panela,Cozinha,Centro-Oeste,7,3500.0
306,2026-08-16,Cliente_028,Tijela,Tupperware,Nordeste,1,720.0
307,2026-06-12,Cliente_028,Tijela,Tupperware,Sul,1,120.0
308,2026-01-14,Cliente_023,Copo,Utencilios,Norte,9,2200.0
309,2026-01-26,Cliente_012,Copo,Utencilios,Nordeste,3,2200.0
310,2026-11-21,Cliente_008,Pote,Tupperware,Norte,2,250.0
312,2026-12-11,Cliente_018,Pote,Tupperware,Centro-Oeste,8,250.0
313,2026-08-04,Cliente_030,Copo,Utencilios,Sul,6,2200.0
314,2026-05-17,Cliente_001,Pote,Tupperware,Sul,10,250.0
316,2026-02-24,Cliente_025,Xicara,Utencilios,Centro-Oeste,10,1800.0
317,2026-06-01,Cliente_020,Tijela,Tupperware,Centro-Oeste,8,120.0
318,2026-09-01,Cliente_003,Tijela,Tupperware,Centro-Oeste,4,120.0
319,2026-12-29,Cliente_013,Copo,Utencilios,Nordeste,4,2200.0
320,2026-11-24,Cliente_007,Panela,Cozinha,Sul,8,3500.0
321,2026-03-04,Cliente_002,Panela,Cozinha,Nordeste,8,3500.0
322,2026-11-17,Cliente_011,Tijela,Tupperware,Sudeste,2,120.0
323,2026-12-31,Cliente_026,Pote,Tupperware,Norte,8,250.0
324,2026-07-30,Cliente_026,Garfo,Cozinha,Norte,6,1200.0
325,2026-10-28,Cliente_008,Tijela,Tupperware,Nordeste,6,120.0
326,2026-12-26,Cliente_024,Tijela,Tupperware,Nordeste,7,120.0
327,2026-09-11,Cliente_018,Pote,Tupperware,Centro-Oeste,1,250.0
328,2026-09-16,Cliente_019,Copo,Utencilios,Centro-Oeste,6,2200.0
329,2026-08-22,Cliente_009,Xicara,Utencilios,Centro-Oeste,4,1800.0
330,2026-03-15,Cliente_009,Copo,Utencilios,Nordeste,7,2200.0
331,2026-02-20,Cliente_007,Panela,Cozinha,Nordeste,7,3500.0
332,2026-02-16,Cliente_013,Pote,Tupperware,Nordeste,3,250.0
333,2026-12-18,Cliente_014,Panela,Cozinha,Nordeste,7,3500.0
336,2026-12-10,Cliente_028,Copo,Utencilios,Nordeste,6,2200.0
337,2026-08-07,Cliente_014,Copo,Utencilios,Sul,2,2200.0
338,2026-08-10,Cliente_019,Panela,Cozinha,Sudeste,3,3500.0
339,2026-04-20,Cliente_004,Garfo,Cozinha,Nordeste,9,1200.0
340,2026-11-07,Cliente_030,Panela,Cozinha,Centro-Oeste,5,3500.0
341,2026-04-08,Cliente_018,Panela,Cozinha,Sudeste,7,3500.0
342,2026-05-18,Cliente_022,Tijela,Tupperware,Sudeste,9,120.0
343,2026-08-22,Cliente_003,Xicara,Utencilios,Centro-Oeste,9,1800.0
344,2026-09-06,Cliente_012,Pote,Tupperware,Nordeste,10,250.0
346,2026-05-24,Cliente_013,Xicara,Utencilios,Sudeste,1,1800.0
349,2026-04-24,Cliente_022,Pote,Tupperware,Nordeste,8,250.0
350,2026-07-17,Cliente_023,Xicara,Utencilios,Norte,4,1800.0
351,2026-05-31,Cliente_010,Tijela,Tupperware,Sudeste,10,120.0
352,2026-03-03,Cliente_015,Xicara,Utencilios,Centro-Oeste,3,1800.0
356,2026-04-18,Cliente_024,Pote,Tupperware,Nordeste,8,250.0
358,2026-06-25,Cliente_020,Pote,Tupperware,Norte,4,250.0
362,2026-10-14,Cliente_028,Pote,Tupperware,Centro-Oeste,10,250.0
363,2026-06-05,Cliente_016,Garfo,Cozinha,Nordeste,1,1200.0
364,2026-08-30,Cliente_021,Pote,Tupperware,Sul,4,250.0
365,2026-07-24,Cliente_024,Garfo,Cozinha,Centro-Oeste,8,1200.0
366,2026-08-26,Cliente_011,Tijela,Tupperware,Sul,8,120.0
367,2026-11-17,Cliente_005,Tijela,Tupperware,Norte,2,720.0
368,2026-03-26,Cliente_004,Panela,Cozinha,Sudeste,6,3500.0
369,2026-04-25,Cliente_023,Panela,Cozinha,Sudeste,4,3500.0
370,2026-01-10,Cliente_026,Pote,Tupperware,Sul,6,1500.0
371,2026-08-17,Cliente_022,Tijela,Tupperware,Nordeste,3,120.0
372,2026-04-18,Cliente_016,Tijela,Tupperware,Sul,10,120.0
373,2026-07-01,Cliente_007,Xicara,Utencilios,Sul,7,1800.0
374,2026-08-26,Cliente_013,Tijela,Tupperware,Norte,2,120.0
375,2026-05-02,Cliente_020,Copo,Utencilios,Sul,5,2200.0
376,2026-08-22,Cliente_022,Copo,Utencilios,Sul,10,2200.0
377,2026-12-22,Cliente_020,Tijela,Tupperware,Centro-Oeste,3,120.0
379,2026-12-27,Cliente_009,Tijela,Tupperware,Sudeste,10,120.0
380,2026-03-02,Cliente_030,Copo,Utencilios,Sul,5,2200.0
381,2026-04-14,Cliente_029,Copo,Utencilios,Centro-Oeste,5,2200.0
382,2026-01-09,Cliente_007,Pote,Tupperware,Norte,2,250.0
385,2026-10-05,Cliente_008,Copo,Utencilios,Sudeste,2,2200.0
387,2026-09-06,Cliente_026,Xicara,Utencilios,Centro-Oeste,8,1800.0
388,2026-11-18,Cliente_028,Copo,Utencilios,Norte,10,2200.0
389,2026-06-19,Cliente_019,Garfo,Cozinha,Norte,7,1200.0
391,2026-02-02,Cliente_019,Pote,Tupperware,Nordeste,5,250.0
392,2026-06-13,Cliente_010,Pote,Tupperware,Nordeste,4,250.0
395,2026-02-23,Cliente_023,Copo,Utencilios,Norte,9,2200.0
396,2026-12-13,Cliente_022,Copo,Utencilios,Sul,10,2200.0
397,2026-10-02,Cliente_025,Copo,Utencilios,Centro-Oeste,1,13200.0
398,2026-07-15,Cliente_019,Pote,Tupperware,Centro-Oeste,9,250.0
399,2026-05-06,Cliente_021,Copo,Utencilios,Centro-Oeste,6,2200.0
400,2026-01-10,Cliente_030,Xicara,Utencilios,Sul,6,1800.0
401,2026-05-05,Cliente_029,Panela,Cozinha,Sudeste,7,3500.0
402,2026-04-12,Cliente_001,Xicara,Utencilios,Sul,5,1800.0
404,2026-02-13,Cliente_004,Garfo,Cozinha,Sul,10,1200.0
405,2026-01-28,Cliente_001,Garfo,Cozinha,Norte,1,1200.0
406,2026-05-08,Cliente_005,Garfo,Cozinha,Sul,7,1200.0
407,2026-02-13,Cliente_023,Pote,Tupperware,Norte,9,250.0
410,2026-05-21,Cliente_016,Panela,Cozinha,Sudeste,6,3500.0
411,2026-04-27,Cliente_015,Xicara,Utencilios,Sul,1,1800.0
414,2026-11-17,Cliente_014,Copo,Utencilios,Centro-Oeste,1,2200.0
415,2026-03-19,Cliente_025,Panela,Cozinha,Norte,7,3500.0
416,2026-11-12,Cliente_019,Garfo,Cozinha,Centro-Oeste,10,1200.0
417,2026-09-06,Cliente_019,Xicara,Utencilios,Norte,9,1800.0
418,2026-04-29,Cliente_027,Panela,Cozinha,Centro-Oeste,1,3500.0
419,2026-04-27,Cliente_010,Pote,Tupperware,Sul,1,250.0
420,2026-10-29,Cliente_008,Garfo,Cozinha,Sul,5,1200.0
421,2026-09-10,Cliente_003,Xicara,Utencilios,Norte,9,1800.0
423,2026-07-19,Cliente_011,Xicara,Utencilios,Nordeste,1,1800.0
424,2026-06-14,Cliente_015,Pote,Tupperware,Norte,10,250.0
425,2026-05-09,Cliente_028,Copo,Utencilios,Norte,6,2200.0
426,2026-01-09,Cliente_026,Garfo,Cozinha,Norte,6,1200.0
429,2026-09-14,Cliente_027,Xicara,Utencilios,Norte,4,1800.0
431,2026-01-21,Cliente_021,Pote,Tupperware,Nordeste,2,250.0
432,2026-06-30,Cliente_029,Xicara,Utencilios,Centro-Oeste,6,1800.0
435,2026-05-07,Cliente_013,Tijela,Tupperware,Nordeste,6,120.0
437,2026-09-21,Cliente_004,Xicara,Utencilios,Sul,6,1800.0
438,2026-12-07,Cliente_005,Xicara,Utencilios,Sul,4,1800.0
440,2026-11-03,Cliente_002,Pote,Tupperware,Nordeste,10,250.0
441,2026-09-06,Cliente_016,Pote,Tupperware,Centro-Oeste,6,250.0
443,2026-11-19,Cliente_002,Tijela,Tupperware,Sul,10,120.0
446,2026-04-10,Cliente_011,Pote,Tupperware,Centro-Oeste,2,250.0
447,2026-08-02,Cliente_004,Panela,Cozinha,Nordeste,2,3500.0
448,2026-03-12,Cliente_007,Panela,Cozinha,Centro-Oeste,8,3500.0
449,2026-03-09,Cliente_005,Copo,Utencilios,Centro-Oeste,6,2200.0
